bridge,count_fhrp_groups,count_ipaddresses,created,description,display,display_url,enabled,id,l2vpn_termination,last_updated,mac_address,mode,mtu,name,owner,parent,primary_mac_address,qinq_svlan,untagged_vlan,url,vlan_translation_policy,vrf
,0,0,2026-03-01T05:36:37.138998Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/1/,True,1,,2026-03-01T05:36:37.139018Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/1/,,
,0,0,2026-03-01T05:36:37.217048Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/2/,True,2,,2026-03-01T05:36:37.217068Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/2/,,
,0,0,2026-03-01T05:36:37.283742Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/3/,True,3,,2026-03-01T05:36:37.283761Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/3/,,
,0,0,2026-03-01T05:36:37.358035Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/4/,True,4,,2026-03-01T05:36:37.358054Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/4/,,
,0,0,2026-03-01T05:36:37.423593Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/5/,True,5,,2026-03-01T05:36:37.423614Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/5/,,
,0,0,2026-03-01T05:36:37.497322Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/6/,True,6,,2026-03-01T05:36:37.497342Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/6/,,
,0,0,2026-03-01T05:36:37.589373Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/7/,True,7,,2026-03-01T05:36:37.589391Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/7/,,
,0,0,2026-03-01T05:36:37.658342Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/8/,True,8,,2026-03-01T05:36:37.658361Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/8/,,
,0,0,2026-03-01T05:36:37.727920Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/9/,True,9,,2026-03-01T05:36:37.727939Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/9/,,
,0,0,2026-03-01T05:36:37.792621Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/10/,True,10,,2026-03-01T05:36:37.792640Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/10/,,
,0,0,2026-03-01T05:36:37.857294Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/11/,True,11,,2026-03-01T05:36:37.857312Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/11/,,
,0,0,2026-03-01T05:36:37.926009Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/12/,True,12,,2026-03-01T05:36:37.926029Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/12/,,
,0,0,2026-03-01T05:36:37.993825Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/13/,True,13,,2026-03-01T05:36:37.993845Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/13/,,
,0,0,2026-03-01T05:36:38.075857Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/14/,True,14,,2026-03-01T05:36:38.075876Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/14/,,
,0,0,2026-03-01T05:36:38.141256Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/15/,True,15,,2026-03-01T05:36:38.141275Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/15/,,
,0,0,2026-03-01T05:36:38.215491Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/16/,True,16,,2026-03-01T05:36:38.215511Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/16/,,
,0,0,2026-03-01T05:36:38.317399Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/17/,True,17,,2026-03-01T05:36:38.317417Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/17/,,
,0,0,2026-03-01T05:36:38.400563Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/18/,True,18,,2026-03-01T05:36:38.400581Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/18/,,
,0,0,2026-03-01T05:36:38.466326Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/19/,True,19,,2026-03-01T05:36:38.466347Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/19/,,
,0,0,2026-03-01T05:36:38.533190Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/20/,True,20,,2026-03-01T05:36:38.533209Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/20/,,
,0,0,2026-03-01T05:36:38.605837Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/21/,True,21,,2026-03-01T05:36:38.605857Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/21/,,
,0,0,2026-03-01T05:36:38.952052Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/22/,True,22,,2026-03-01T05:36:38.952073Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/22/,,
,0,0,2026-03-01T05:36:39.028821Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/23/,True,23,,2026-03-01T05:36:39.028842Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/23/,,
,0,0,2026-03-01T05:36:39.100336Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/24/,True,24,,2026-03-01T05:36:39.100355Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/24/,,
,0,0,2026-03-01T05:36:39.164319Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/25/,True,25,,2026-03-01T05:36:39.164337Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/25/,,
,0,0,2026-03-01T05:36:39.230088Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/26/,True,26,,2026-03-01T05:36:39.230107Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/26/,,
,0,0,2026-03-01T05:36:39.295643Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/27/,True,27,,2026-03-01T05:36:39.295663Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/27/,,
,0,0,2026-03-01T05:36:39.360020Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/28/,True,28,,2026-03-01T05:36:39.360039Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/28/,,
,0,0,2026-03-01T05:36:39.423491Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/29/,True,29,,2026-03-01T05:36:39.423517Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/29/,,
,0,0,2026-03-01T05:36:39.486096Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/30/,True,30,,2026-03-01T05:36:39.486115Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/30/,,
,0,0,2026-03-01T05:36:39.553568Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/31/,True,31,,2026-03-01T05:36:39.553586Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/31/,,
,0,0,2026-03-01T05:36:39.617518Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/32/,True,32,,2026-03-01T05:36:39.617536Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/32/,,
,0,0,2026-03-01T05:36:39.704032Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/33/,True,33,,2026-03-01T05:36:39.704051Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/33/,,
,0,0,2026-03-01T05:36:39.770219Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/34/,True,34,,2026-03-01T05:36:39.770238Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/34/,,
,0,0,2026-03-01T05:36:39.833139Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/35/,True,35,,2026-03-01T05:36:39.833158Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/35/,,
,0,0,2026-03-01T05:36:39.898624Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/36/,True,36,,2026-03-01T05:36:39.898649Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/36/,,
,0,0,2026-03-01T05:36:39.974226Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/37/,True,37,,2026-03-01T05:36:39.974248Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/37/,,
,0,0,2026-03-01T05:36:40.043348Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/38/,True,38,,2026-03-01T05:36:40.043367Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/38/,,
,0,0,2026-03-01T05:36:40.106262Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/39/,True,39,,2026-03-01T05:36:40.106280Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/39/,,
,0,0,2026-03-01T05:36:40.176268Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/40/,True,40,,2026-03-01T05:36:40.176286Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/40/,,
,0,0,2026-03-01T05:36:40.246298Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/41/,True,41,,2026-03-01T05:36:40.246316Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/41/,,
,0,0,2026-03-01T05:36:40.325062Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/42/,True,42,,2026-03-01T05:36:40.325082Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/42/,,
,0,0,2026-03-01T05:36:40.391762Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/43/,True,43,,2026-03-01T05:36:40.391781Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/43/,,
,0,0,2026-03-01T05:36:40.456267Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/44/,True,44,,2026-03-01T05:36:40.456286Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/44/,,
,0,0,2026-03-01T05:36:40.521143Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/45/,True,45,,2026-03-01T05:36:40.521162Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/45/,,
,0,0,2026-03-01T05:36:40.589086Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/46/,True,46,,2026-03-01T05:36:40.589105Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/46/,,
,0,0,2026-03-01T05:36:40.654265Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/47/,True,47,,2026-03-01T05:36:40.654285Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/47/,,
,0,0,2026-03-01T05:36:40.739301Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/48/,True,48,,2026-03-01T05:36:40.739324Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/48/,,
